row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSTRG.26829	268.92175954499	1.02586418848924	0.257743793163122	3.98017029197669	6.88659181428817e-05	0.0010212104718137
MSTRG.2683	2199.79141164215	1.27034876582355	0.289138430222917	4.3935659636948	1.11506334341547e-05	0.00021833915802707
MSTRG.2685	316.484920528469	1.28366279756705	0.279505086813134	4.59262767702421	4.37699556189729e-06	9.68372535349414e-05
MSTRG.26861	158.844876723045	6.56708853191996	0.560432544220642	11.7178929019056	1.03207128941753e-31	4.96632704467714e-29
MSTRG.26966	437.920826487908	-1.60152119107458	0.284302562013588	-5.63315778701297	1.76939431530396e-08	7.12495853158383e-07
MSTRG.26983	79.5930573240832	-2.63492118318362	0.798376591843526	-3.30034874531998	0.000965647500179969	0.00924715576291743
MSTRG.27004	157.446696540081	-1.14994606356207	0.310187841776477	-3.70725705100565	0.000209516252479547	0.00259342046799121
MSTRG.27010	553.544402414627	-1.06520474169914	0.18297206438291	-5.82167963886531	5.82591408248161e-09	2.60179105010687e-07
MSTRG.27043	30.0337228960347	-8.36730008075636	1.31860259516017	-6.34558138401052	2.21587017738102e-10	1.26937705875684e-08
MSTRG.27044	777.31591184335	-4.10534609670758	0.356457922266301	-11.5170566854187	1.08245648556878e-30	4.63002720760617e-28
MSTRG.27057	181.425268028279	-4.28306842038449	0.991317993152668	-4.32057972312511	1.55619819197479e-05	0.000289128405397014
MSTRG.27102	55.9802565874532	3.72431094058851	0.558809949526412	6.66471837830525	2.65173339567946e-11	1.80355351236885e-09
MSTRG.27242	337.725556120401	-1.46592219119708	0.297756189142324	-4.92322996012147	8.51273185993552e-07	2.33076903044152e-05
MSTRG.2727	204.098305943478	1.37822674187519	0.364053397086518	3.785781846578	0.000153226054531183	0.00198739561833976
MSTRG.27297	274.039565349772	5.41325357857887	0.328155623265271	16.4959951766633	3.92046997384043e-61	1.0780172293783e-57
MSTRG.27337	4939.4597493493	-1.03887339097021	0.267834775656806	-3.87878455447989	0.000104979677749044	0.00145789959402136
MSTRG.27424	126.393165615672	-3.6052768105539	0.636352733524746	-5.66553205575835	1.46569019259285e-08	6.05399245215176e-07
MSTRG.27476	87.0987585001183	-2.4466956497302	0.513901332094413	-4.76102219809131	1.92614858464972e-06	4.77764277800746e-05
MSTRG.2748	244.194567055476	-6.70083346117587	1.49158453961374	-4.49242619725135	7.04163245692307e-06	0.000145749067999667
MSTRG.27516	756.553027746807	-1.62512022299473	0.321763808185186	-5.05066195033166	4.40281646223828e-07	1.29580139549178e-05
MSTRG.27520	1878.10227433913	1.03278526188393	0.189930009096087	5.43771501301531	5.39682044104167e-08	1.94893057878368e-06
MSTRG.27534	200.751102686256	2.16850088195971	0.530140432589468	4.09042726918165	4.30579223814653e-05	0.000695868085641012
MSTRG.27590	12.522956137647	-6.12450383916646	1.47035130952515	-4.165333685556	3.10897499483861e-05	0.000524925883339067
MSTRG.27597	1021.86163916819	1.55654177778638	0.16450061432666	9.46222471057435	3.01459890152865e-21	7.70410212632857e-19
MSTRG.27727	65.7978690477629	-1.72127641490025	0.520253477563455	-3.3085341840705	0.000937857347579341	0.00903866294339384
MSTRG.2775	1264.34939227907	-1.00718147431421	0.280689886171612	-3.58823571469342	0.000332923235643584	0.00378953662901698
MSTRG.27770	711.786308690906	1.73541169313893	0.409387711660328	4.23904197344061	2.24475689286741e-05	0.000396759234838494
MSTRG.27771	1918.73607765065	-1.09127757692779	0.26695890134652	-4.08781116277999	4.35462384186059e-05	0.000702366856128312
MSTRG.27775	568.492284288357	-3.29700432037788	0.425166870078951	-7.75461248842284	8.8613646449761e-15	9.42340036941988e-13
MSTRG.27786	175.010586689991	-4.96151608098493	0.651770113727306	-7.61237125865022	2.69112206932187e-14	2.64279171379119e-12
MSTRG.27787	978.960081600493	-7.39494369175799	1.25197000221065	-5.90664606875602	3.49142732645428e-09	1.62326070482106e-07
MSTRG.27790	1911.17452517287	1.61040873519519	0.225069186687172	7.1551719668918	8.35680945117246e-13	6.84476035387947e-11
MSTRG.27844	353.531800527355	-6.66315842156132	1.84802121667733	-3.60556381140549	0.000311475939356341	0.00358355581633643
MSTRG.27857	5118.07120135714	-1.60863623367174	0.130210783007426	-12.3540938508909	4.62943075241575e-35	2.54592237492853e-32
MSTRG.27876	525.67148558419	-1.15269690705489	0.282940551959309	-4.07398974474563	4.62145173886768e-05	0.000736981798423572
MSTRG.279	1272.80771893965	1.66777631816714	0.311546688723192	5.35321471398771	8.64052174965435e-08	2.99999534330856e-06
MSTRG.27915	10054.6974849926	-1.21921359151975	0.149627736014003	-8.14831276606128	3.69036874277312e-16	4.86522038088335e-14
MSTRG.27985	166.412599087261	-1.45791066835324	0.306501147430797	-4.75662385140796	1.96857482638451e-06	4.84860686926266e-05
MSTRG.27986	640.942097495402	-1.06022342014429	0.213910108910021	-4.95639699099151	7.18124120196718e-07	1.99746431583041e-05
MSTRG.28008	70.799511199818	3.45811005332064	0.605473141132636	5.71141776305995	1.1203883491453e-08	4.72921818955014e-07
MSTRG.28011	35389.2605434628	-1.02029210200815	0.125120616640042	-8.1544682995243	3.5071939086613e-16	4.68794919124394e-14
MSTRG.28012	3866.09621143466	-1.03222764998051	0.153480081301238	-6.72548281984899	1.75011142063521e-11	1.23392471151599e-09
MSTRG.28028	883.280848889568	-1.46600996620107	0.251166375371759	-5.83680822734009	5.32102801874458e-09	2.39297073142046e-07
MSTRG.28039	10.7952560122214	-6.89155492809221	1.53184634422032	-4.49885522402045	6.83203627025477e-06	0.000142506863845218
MSTRG.28080	599.746493278441	1.39431916179784	0.311157214868101	4.48107610935161	7.4267618731916e-06	0.000152399053875471
MSTRG.28166	122.569797968506	-2.27808449887359	0.429663481139353	-5.30202029931127	1.14528102746047e-07	3.86066010797883e-06
MSTRG.28203	3109.16236663532	1.37867595927737	0.397854302394651	3.46527849762901	0.000529682654967946	0.00559568152734524
MSTRG.28253	1695.81859825452	-2.15808938940875	0.303381228692674	-7.11345721259144	1.13171582171431e-12	9.15263283040215e-11
MSTRG.28258	585.216387222713	1.3242182715988	0.353336053668549	3.74775870690229	0.000178421770358464	0.00226235983916978
MSTRG.28288	559.729647071751	1.16161924079062	0.224198461754475	5.1812096822624	2.2045150224717e-07	7.0368996936211e-06
MSTRG.28301	161.219965839045	1.22748117021143	0.28179468470674	4.35594153058229	1.32496143898922e-05	0.000253507532581157
MSTRG.28305	87.6983111954584	-1.27221037029261	0.303963915863703	-4.18539933162023	2.84665207891571e-05	0.000486178875021913
MSTRG.28306	6130.54366712297	1.22073086892545	0.265196799771267	4.60311312194692	4.1622200269565e-06	9.25108672966036e-05
MSTRG.28340	603.536574942743	1.69246024358103	0.479337451877691	3.53083247918814	0.000414254021155972	0.00457461927665528
MSTRG.28396	615.119985649172	2.92775247791815	0.292958070922288	9.99375940966921	1.6230676072894e-23	4.88137582892286e-21
